"","X1","X2","X3","X4","X5"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:87:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 27, Proclamation No. 44, pp. 1063-1064.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1893 02 20","
SUMMARY Sets aside a tract of land in Washington as a forest reservation.","
NOTESForest reserves were called national forests after March 4, 1907. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:87:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:88:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 27, Proclamation No. 45, pp. 1064-1065.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1893 02 20","
SUMMARY Sets aside a tract of land in Arizona as a forest reservation.","
NOTESKnown as the Grand Cañon Forest Reserve.  The boundaries of this reserve were later enlarged and modified by Presidential proclamations of May 6, 1905 (34 Stat. 3009), and August 8, 1906 (34 Stat. 3223). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:88:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:89:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 27, Proclamation No. 47, pp. 1066-1067.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1893 02 25","
SUMMARY Sets aside a tract of land in California as a forest reservation.","
NOTESKnown as the Trabuco Cañon Forest Reserve; re-named Trabuco Canyon National Forest in 1907.  Its boundaries were enlarged by Presidential proclamations of January 30, 1899 (35 Stat. 2145, it having inadvertently been omitted from Vol. 30 of the Statutes at Large), and July 6, 1907 (35 Stat. 2144). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:89:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:90:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 27, Proclamation No. 48, pp. 1068-1069.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1893 02 25","
SUMMARY Sets aside a tract of land in California as a forest reservation.","
NOTESKnown as the San Bernardino Forest Reserve.  The boundaries of this reserve (then called a national forest) were enlarged by a Presidential proclamation of January 7, 1908 (35 Stat. 2171). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:90:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:91:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 27, Proclamation No. 8, pp. 993-94.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1891 10 16","
SUMMARY Sets aside a tract of land in Colorado as a forest reservation.","
NOTESKnown as the White River Plateau Timber Land Reserve.  The boundaries of this reserve were later modified by a Presidential proclamation of June 28, 1902 (32 Stat. 2008), which also re-named it the White River Forest Reserve. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:91:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:92:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 28, Chap. 198, pp. 222-23.  ""An Act Concerning leases in the Yellowstone National Park.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1894 08 03","
SUMMARY Authorizes the Secretary of the Interior at his discretion to lease tracts of land of up to ten acres each in Yellowstone National Park ""on which may be erected hotels and necessary outbuildings,"" provided that these do not affect the park's natural wonders or access to them.","
NOTESA necessary ground-work for the tourist trade which was already defining the identity of national parks in this era. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:92:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:93:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 28, Chap. 57, pp. 52-55.  ""An Act To give effect to the award rendered by the Tribunal of Arbitration, at Paris, under the treaty between the United States and Great Britain concluded at Washington, February twenty-ninth, eighteen hundred and ninety-two, for the purpose of submitting to arbitration certain questions concerning the preservation of the fur seals.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1894 04 06","
SUMMARY Establishes U.S. conformity with the terms of an international arbitration of disputes between the U.S. and Great Britain concerning regulations for the preservation of fur seals.","
NOTESReflects international tensions over the preservation of an economically valuable natural resource. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:93:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:94:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 28, Chap. 72, pp. 73-75.  ""An Act To protect the birds and animals in Yellowstone National Park, and to punish crimes in said park, and for other purposes."" [H.R. 6442]","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1894 05 07","
SUMMARY Prohibits hunting, except where necessary to prevent injury or death to a person, and fishing, except at certain seasons ""by hook and line,"" within the boundaries of Yellowstone National Park.","
NOTESKnown as the National Park Protective Act.  Established the principle that national parks were not to be used for hunting. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:94:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:95:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 28, Proclamation No. 6, pp. 1240-43.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1893 09 28","
SUMMARY Sets aside a tract of land in Oregon as a forest reservation.","
NOTESKnown as the Cascade Range Forest Reserve, and later as the Cascade National Forest.  The boundaries of this reserve were later modified by Presidential proclamations of July 1, 1901 (32 Stat. 1972), January 25, 1907 (34 Stat. 3270), and March 2, 1907 (34 Stat. 3300), by Executive Orders of June 13, 1908 (see 36 Stat. 2698) and June 30, 1908 (see 37 Stat. 1704 and 1711), and by Presidential proclamations of June 7, 1911 (37 Stat. 1684) and June 30, 1911 (37 Stat. 1705 and 1712). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:95:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:96:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 28, Proclamation No. 7, pp. 1243-44.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1893 09 28","
SUMMARY Sets aside a tract of land in Oregon as a forest reservation.","
NOTESKnown as the Ashland Forest Reserve.  The boundaries of this reserve were later enlarged by Presidential proclamations of April 24, 1906 (34 Stat. 3196), and March 2, 1907 (34 Stat. 3298). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:96:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:97:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 28, Proclamation No. 9, pp. 1245-47.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1894 04 09","
SUMMARY Formal announcement of articles concluded by the Tribunal of Arbitration of the dispute between the U.S. and Great Britain concerning regulations governing the preservation of seals.","
NOTESResolution of an international dispute over the protection of an economically valuable resource. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:97:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:98:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Chap. 11, p. 484.  ""An Act Providing for the location and purchase of public lands for reservoir sites.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 01 13","
SUMMARY Authorizes the construction of reservoirs on public lands by persons or corporations with live-stock interests, provided that any reservoir so created be open for use by grazing animals.","
NOTESIllustrates the close connection between water resource management, grazing, and public land management in this era. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:98:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:99:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Chap. 140, pp. 99-108.  ""An Act Making appropriations for the Department of Agriculture for the fiscal year ending June thirtieth, eighteen hundred and ninety-seven.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1896 04 25","
SUMMARY This lengthy appropriations bill contains a paragraph entitled ""Division of Biological Survey"" (p. 100), which creates the Division by designating titles and salaries for a staff of seven.","
NOTESThe creation of the Division, which was renamed the Bureau of Biological Survey in 1905, signals the Federal government's growing concern with the scientific study, management, and protection of the nation's biological resources.  The Division replaced the Division of Economic Ornithology and Mammalogy, established in 1886 (see 24 Stat. 100). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:99:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:100:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Chap. 161, p. 115.  ""An Act To provide for the fulfillment of the stipulations of the treaty between the United States and Great Britain signed at Washington on the eighth day of February, eighteen hundred and ninety-six.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1896 05 07","
SUMMARY Appropriates $75,000 for fulfilling the terms of the February, 1896 treaty between the U.S. and Great Britain on fur-seal fisheries, which required the creation of a commission to assess damages.","
NOTESPublished 1897. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:100:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:101:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Chap. 257, p. 190.  ""An Act Granting to the Denver, Cripple Creek and Southwestern Railroad Company a right of way for a railroad through the South Platte and Plum Creek forest reserves, in the State of Colorado.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1896 05 28","
SUMMARY Grants a railroad right of way through the South Platte and Plum Creek Forest Reserves in Colorado.","
NOTESDemonstrates the paramount importance of utilitarian considerations in the public management of natural resources; the first of a number of Congressional grants of rights of way to railroads through forest reserves. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:101:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:102:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Chap. 28, p. 11.  ""An Act To open forest reservations in the State of Colorado for the location of mining claims.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1896 02 20","
SUMMARY Permits the Pikes Peak, Plum Creek, and South Platte Forest Reserves in Colorado to be open for the location of gold, silver, and cinnabar mining claims, and permits the felling of timber for mining in these reserves.","
NOTESDemonstrates the paramount importance of utilitarian considerations in the public management of natural resources. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:102:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:103:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Chap. 313, p. 594.  ""An Act To prevent forest fires on the public domain.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 02 24","
SUMMARY Establishes fire regulations for the public lands, and penalties for violating them.","
NOTESAmended May 5, 1900 (31 Stat. 169). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:103:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:104:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Chap. 336, p. 253.  ""An Act Granting the Flagstaff and Canyon Railroad Company right of way for railroad purposes through the Grand Canyon Forest Reserve in northern Arizona.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1896 06 06","
SUMMARY Grants a railroad right of way through the Grand Canyon Forest Reserves in Arizona.","
NOTESDemonstrates the paramount importance of utilitarian considerations in the public management of natural resources. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:104:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:105:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Proclamation No. 12, pp. 878-80.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1896 04 14","
SUMMARY Declaration that revised regulations concerning protection of fur seals are now in effect.","
NOTESReflects concern for the protection of an economically valuable resource. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:105:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:106:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Proclamation No. 19, pp. 893-95.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 02 22","
SUMMARY Sets aside a tract of land in California as a forest reservation.","
NOTESKnown as the San Jacinto Forest Reserve.  The boundaries of this reserve were later enlarged by a Presidential proclamation of February 14, 1907 (34 Stat. 3276). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:106:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:107:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Proclamation No. 20, pp. 895-96.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 02 22","
SUMMARY Sets aside a tract of land in Utah as a forest reservation.","
NOTESKnown as the Uintah Forest Reserve, and by 1908 as the Uinta National Forest.  The boundaries of this reserve were later enlarged and modified by Presidential proclamations of July 14, 1905 (34 Stat. 3116), January 16, 1906 (34 Stat. 3186), May 29, 1906 (34 Stat. 3207), October 6, 1906 (34 Stat. 3240), July 1, 1908 (35 Stat. 2193), by an Executive Order of July 1, 1908 (see 36 Stat. 2750), and by Presidential proclamations of October 7, 1910 (36 Stat. 2749), and June 23, 1915 (39 Stat. 1733). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:107:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:108:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Proclamation No. 21, pp. 896-98.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 02 22","
SUMMARY Sets aside a tract of land in Washington as a forest reservation, which is to be merged with the existing Pacific Forest Reserve and called the Mount Rainier Forest Reserve.","
NOTESThe Mount Rainier Forest Reserve became the Rainier Forest Reserve after March 2, 1907, by Presidential proclamation (34 Stat. 3296). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:108:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:109:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Proclamation No. 22, pp. 898-99.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 02 22","
SUMMARY Sets aside a tract of land in California as a forest reservation.","
NOTESKnown as the Stanislaus Forest Reserve.  The boundaries of this reserve were later modified by an Act of Congress of February 7, 1905 (33 Stat. 702), by Presidential proclamations of September 7, 1906 (34 Stat. 3229), and October 26, 1907 (35 Stat. 2158), and by Executive Orders of July 2, 1908 (see 35 Stat. 2235 and 2249, and 36 Stat. 2753). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:109:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:110:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Proclamation No. 23, pp. 899-901.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 02 22","
SUMMARY Sets aside a tract of land in Idaho and Montana as a forest reservation.","
NOTESKnown as the Bitter Root Forest Reserve.  The boundaries of this reserve were later modified by Presidential proclamations of June 14, 1904 (33 Stat. 2373), and May 22, 1905 (34 Stat. 3044), and by an Executive Order of June 26, 1908 (see 37 Stat. 1704 and 38 Stat. 1943). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:110:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:111:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Proclamation No. 24, pp. 901-02.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 02 22","
SUMMARY Sets aside a tract of land in Washington as a forest reservation.","
NOTESKnown as the Olympic Forest Reserve.  The boundaries of this reserve were later modified by Presidential proclamations of April 7, 1900 (31 Stat. 1962), July 15, 1901 (32 Stat. 1981), and March 2, 1907 (34 Stat. 3306). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:111:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:112:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Proclamation No. 25, pp. 902-03.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 02 22","
SUMMARY Sets aside a tract of land in South Dakota as a forest reservation.","
NOTESKnown as the Black Hills Forest Reserve.  The boundaries of this reserve were later enlarged and modified by a Presidential proclamation of September 19, 1898 (30 Stat. 1783), by an Executive Order of June 26, 1908 (see 36 Stat. 2770), and by Presidential proclamations of February 15, 1909 (35 Stat. 2225), May 16, 1911 (37 Stat. 1680), and February 15, 1912 (37 Stat. 1729). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:112:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:113:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Proclamation No. 26, pp. 903-04.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 02 22","
SUMMARY Sets aside a tract of land in Idaho and Washington as a forest reservation.","
NOTESKnown as the Priest River Forest Reserve.  The boundaries of this reserve were later enlarged by Presidential proclamations of November 6, 1906 (34 Stat. 3257), and March 2, 1907 (34 Stat. 3309), and diminished by an Executive Order of June 26, 1908 (see 36 Stat. 2688 and 2692). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:113:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:114:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Proclamation No. 27, pp. 904-05.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 02 22","
SUMMARY Sets aside a tract of land in Washington as a forest reservation.","
NOTESKnown as the Washington Forest Reserve.  The boundaries of this reserve were later modified by Presidential proclamations of April 3, 1901 (32 Stat. 1969; note that the marginal citation which refers the reader to 29 Stat. 896 is evidently incorrect, since that proclamation created the Mount Rainier Forest Reserve, not the Washington Forest Reserve), June 12, 1905 (34 Stat. 3088), and March 2, 1907 (34 Stat. 3297), and by an Executive order of June 18, 1908 (see 36 Stat. 2693, 2710 and 2717, and 37 Stat. 1718). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:114:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:115:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Proclamation No. 28, p. 906.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 02 22","
SUMMARY Sets aside a tract of land in Wyoming as a forest reservation.","
NOTESThe Table of Contents refers to this as ""Teton Forest Reserve,"" but no such title appears in the Proclamation. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:115:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:116:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Proclamation No. 29, pp. 907-08.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 02 22","
SUMMARY Sets aside a tract of land in Montana as a forest reservation.","
NOTESKnown as the Lewis and Clarke (spelled thus) Forest Reserve.  This reserve was consolidated with the Flathead Forest Reserve by a Presidential proclamation of June 9, 1903 (33 Stat. 2311). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:116:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:117:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Proclamation No. 30, pp. 909-10.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 02 22","
SUMMARY Sets aside a tract of land in Wyoming as a forest reservation.","
NOTESKnown as the Big Horn Forest Reserve.  The boundaries of this reserve were later enlarged and changed by Presidential proclamations of June 29, 1900 (31 Stat. 1976), May 22, 1902 (32 Stat. 2004), and December 23, 1904 (33 Stat. 2384). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:117:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:118:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Proclamation No. 31, pp. 911-12.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 02 22","
SUMMARY Sets aside a tract of land in Montana as a forest reservation.","
NOTESKnown as the Flathead Forest Reserve.  This reserve was consolidated into the Lewis and Clarke (spelled thus) Forest Reserve by a Presidential proclamation of June 9, 1903 (33 Stat. 2311). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:118:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:119:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 29, Resolution No. 58, pp. 475-76.  ""Joint Resolution To authorize a scientific investigation of the fur-seal fisheries.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1896 06 08","
SUMMARY Authorizes a two-year scientific investigation of the fur-seal herds in the Northern Pacific Ocean and Bering Sea, and appropriates funds for the purpose.","
NOTESIn this instance, scientific investigation was motivated by concern for the situation of an economically valuable natural resource. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:119:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:120:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 30, Chap. 2, pp. 32-36.  ""Surveying the Public Lands.""  Sub-section of section entitled ""Under the Department of the Interior,"" within ""An Act Making appropriations for sundry civil expenses of the Government for the fiscal year ending June thirtieth, eighteen hundred and ninety-eight, and for other purposes.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 06 04","
SUMMARY Specifies that the purpose of forest reservations is ""to improve and protect the forest within the reservation, or for... securing favorable conditions of water flows, and to furnish a continuous supply of timber for the use and necessities of citizens of the United States,"" and stipulates that the regulated harvesting of timber, mining of mineral resources, and use of water on forest reservations may be permitted by the Secretary of the Interior.","
NOTESKnown as the Forest Management Act, or Organic Act.  Illuminates Congress's understanding at this time that forest reservations were intended for managed use, not for wilderness preservation, and demonstrates lawmakers' recognition of the close connection between forest management and the management of other resources, especially water.  Note that the Act's provision that private owners be permitted to exchange lands within the reservations for equivalent lands outside proved open to fraud, enabling large timber companies and railroads to lumber their lands within the reservations and then exchange them for other timber holdings elsewhere. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:120:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:121:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 30, Chap. 221, p. 908.  ""An Act To authorize the Secretary of the Interior to rent or lease certain portions of forest reserve.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1899 02 28","
SUMMARY Authorizes the Secretary of the Interior to lease portions of forest reserves in the vicinity of mineral or medicinal springs ""where the public is accustomed or desires to frequent, for health or pleasure"" so that sanitariums or hotels may be built for public use.","
NOTESAn early indication of recreational demands on forest reserves; suggests the multiple uses deemed appropriate for these reserves. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:121:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:122:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 30, Chap. 223, pp. 910-11.  ""An Act To grant to the Pasadena and Mount Wilson Railway Company right of way and certain lands for railroad purposes through the San Gabriel Forest Reserve.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1899 02 28","
SUMMARY Grants a railroad right of way through the San Gabriel Forest Reserve in California, and authorizes the Secretary of the Interior to sell several tracts of land to the railroad.","
NOTESDemonstrates the paramount importance of utilitarian considerations in the public management of natural resources. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:122:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:123:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 30, Chap. 228, pp. 915-916.  ""An Act Granting to the City of Boulder, in the State of Colorado, certain lands for park purposes and for the preservation of the native trees on said lands, and for other purposes.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1899 02 28","
SUMMARY Grants land to the city of Boulder, Colorado, for a park, with the stipulation that the city must ""as far as practicable, protect and preserve all the native trees now growing on said lands, and protect other trees thereon.""","
NOTESReflects aesthetic and other non-utilitarian concerns for the value of trees, and exemplifies the movement to create municipal parks which flourished in this era; one of a number of similar Congressional grants made before the 1920s. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:123:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:124:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 30, Chap. 3, pp. 226-27.  ""An Act Prohibiting the killing of fur seals in the waters of the North Pacific Ocean.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1897 12 29","
SUMMARY Prohibits the killing, capturing, or hunting of fur seals in the northern Pacific Ocean ""at any time or in any manner whatever.""","
NOTESReflects continuing concern over protection of an economically valuable resource. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:124:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:125:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 30, Chap. 338, pp. 415-16.  ""An Act For the protection of fish in the District of Columbia, for the maintenance of a permanent spawning ground in the Potomac River in said District, and for other purposes.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1898 05 17","
SUMMARY Forbids the use of certain kinds of nets and other fishing devices in the Potomac; regulates the seasons for bass, herring, shad, and other fish; and outlaws the flow or deposit into the Potomac or Rock Creek in the District of ""any tar, oil, ammoniacal liquor or other waste products of any gas-works or works engaged in using such products, or any waste product whatever of any mechanical, chemical, manufacturing or refining establishment.""","
NOTESEssentially a local law, passed by Congress by virtue of its jurisdiction over the District of Columbia; reflects concern over freshwater fish conservation and industrial water pollution. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:125:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:126:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 30, Chap. 343, p. 418.  ""An Act Granting to the Santa Fe and Grand Canyon Railroad Company right of way for railroad purposes through the Grand Canyon Forest Reserve in northern Arizona.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1898 05 18","
SUMMARY Grants a railroad right of way through the Grand Canyon Forest Reserve in Arizona.","
NOTESDemonstrates the paramount importance of utilitarian considerations in the public management of natural resources. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:126:./temp/~ammem_I8sX::"
